Run Name,Run 2
Run Date,04:53:05 PM   02-28-14
Method Name,gradient1_0_40_Group_6_2/28.2
Export Format Version, 1.00
Method ID, 1884
Points/Second, 5.00
Number of Records,  18686
Offset from Run Start Time,00:00:00
Run End Time,01:02:17
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
QuadTec 3, (214.0 nm), AU
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,QuadTec 3,Conductivity,GP Pressure,Volume
   816.0,0.001470, 11,0.021389,  13.521,   85,    13.6
   816.2,0.001471, 11,0.021412,  13.526,   86,    13.6
   816.4,0.001464, 11,0.021459,  13.528,   86,    13.6
   816.6,0.001462, 11,0.021488,  13.534,   86,    13.6
   816.8,0.001462, 11,0.021523,  13.532,   85,    13.6
   817.0,0.001467, 11,0.021528,  13.534,   84,    13.6
   817.2,0.001467, 11,0.021424,  13.541,   84,    13.6
   817.4,0.001467, 11,0.021250,  13.541,   84,    13.6
   817.6,0.001467, 11,0.021012,  13.543,   84,    13.6
   817.8,0.001467, 11,0.021018,  13.551,   86,    13.6
   818.0,0.001464, 11,0.021105,  13.551,   87,    13.6
   818.2,0.001462, 11,0.021279,  13.551,   86,    13.6
   818.4,0.001459, 11,0.021354,  13.554,   85,    13.6
   818.6,0.001456, 11,0.021418,  13.554,   85,    13.6
   818.8,0.001456, 11,0.021470,  13.559,   85,    13.6
   819.0,0.001454, 11,0.021516,  13.562,   85,    13.6
   819.2,0.001448, 11,0.021557,  13.565,   84,    13.7
   819.4,0.001448, 11,0.021569,  13.566,   84,    13.7
   819.6,0.001448, 11,0.021545,  13.571,   84,    13.7
   819.8,0.001448, 11,0.021504,  13.573,   85,    13.7
   820.0,0.001448, 11,0.021441,  13.577,   85,    13.7
   820.2,0.001451, 11,0.021255,  13.575,   86,    13.7
   820.4,0.001451, 11,0.021012,  13.582,   87,    13.7
   820.6,0.001451, 11,0.020687,  13.580,   86,    13.7
   820.8,0.001454, 11,0.020693,  13.586,   85,    13.7
   821.0,0.001451, 11,0.020821,  13.586,   85,    13.7
   821.2,0.001451, 11,0.021058,  13.593,   85,    13.7
   821.4,0.001454, 11,0.021145,  13.596,   85,    13.7
   821.6,0.001451, 11,0.021197,  13.596,   85,    13.7
   821.8,0.001451, 11,0.021243,  13.605,   85,    13.7
   822.0,0.001451, 11,0.021243,  13.603,   84,    13.7
   822.2,0.001452, 11,0.021231,  13.603,   85,    13.7
   822.4,0.001455, 11,0.021196,  13.603,   85,    13.7
   822.6,0.001451, 11,0.021145,  13.611,   86,    13.7
   822.8,0.001454, 11,0.021005,  13.614,   87,    13.7
   823.0,0.001456, 11,0.020814,  13.616,   87,    13.7
   823.2,0.001456, 11,0.020565,  13.617,   86,    13.7
   823.4,0.001466, 11,0.020547,  13.622,   86,    13.7
   823.6,0.001468, 11,0.020640,  13.625,   85,    13.7
   823.8,0.001459, 11,0.020832,  13.626,   85,    13.7
   824.0,0.001456, 11,0.020924,  13.626,   85,    13.7
   824.2,0.001456, 11,0.021017,  13.635,   85,    13.7
   824.4,0.001454, 11,0.021103,  13.634,   85,    13.7
   824.6,0.001448, 11,0.021156,  13.640,   85,    13.7
   824.8,0.001448, 11,0.021167,  13.640,   85,    13.7
   825.0,0.001448, 11,0.021150,  13.648,   86,    13.8
   825.2,0.001446, 11,0.021196,  13.641,   86,    13.8
   825.4,0.001446, 11,0.021248,  13.648,   86,    13.8
   825.6,0.001448, 11,0.021318,  13.657,   86,    13.8
   825.8,0.001446, 11,0.021335,  13.652,   85,    13.8
   826.0,0.001446, 11,0.021329,  13.655,   85,    13.8
   826.2,0.001446, 11,0.021283,  13.659,   86,    13.8
   826.4,0.001446, 11,0.021289,  13.663,   86,    13.8
   826.6,0.001446, 11,0.021306,  13.666,   85,    13.8
   826.8,0.001446, 11,0.021318,  13.668,   84,    13.8
   827.0,0.001448, 11,0.021324,  13.671,   84,    13.8
   827.2,0.001446, 11,0.021300,  13.671,   85,    13.8
   827.4,0.001443, 11,0.021289,  13.675,   86,    13.8
   827.6,0.001443, 11,0.021283,  13.677,   86,    13.8
   827.8,0.001440, 11,0.021277,  13.684,   86,    13.8
   828.0,0.001438, 11,0.021271,  13.689,   86,    13.8
   828.2,0.001438, 11,0.021288,  13.688,   86,    13.8
   828.4,0.001438, 11,0.021341,  13.694,   85,    13.8
   828.6,0.001440, 11,0.021393,  13.697,   85,    13.8
   828.8,0.001435, 11,0.021381,  13.703,   85,    13.8
   829.0,0.001436, 11,0.021346,  13.703,   85,    13.8
   829.2,0.001436, 11,0.021271,  13.707,   85,    13.8
   829.4,0.001429, 11,0.021271,  13.712,   85,    13.8
   829.6,0.001433, 11,0.021283,  13.711,   84,    13.8
   829.8,0.001431, 11,0.021288,  13.720,   85,    13.8
   830.0,0.001428, 11,0.021265,  13.722,   86,    13.8
   830.2,0.001429, 11,0.021218,  13.726,   86,    13.8
   830.4,0.001426, 11,0.021155,  13.732,   86,    13.8
   830.6,0.001420, 11,0.021143,  13.736,   85,    13.8
   830.8,0.001423, 11,0.021137,  13.731,   85,    13.8
   831.0,0.001426, 11,0.021160,  13.737,   86,    13.9
   831.2,0.001424, 11,0.021189,  13.739,   87,    13.9
   831.4,0.001422, 11,0.021172,  13.745,   86,    13.9
   831.6,0.001425, 11,0.021114,  13.745,   85,    13.9
   831.8,0.001425, 11,0.021061,  13.746,   85,    13.9
   832.0,0.001418, 11,0.021043,  13.746,   84,    13.9
   832.2,0.001412, 11,0.021055,  13.752,   85,    13.9
   832.4,0.001412, 11,0.021055,  13.756,   86,    13.9
   832.6,0.001416, 11,0.021014,  13.761,   86,    13.9
   832.8,0.001416, 11,0.020980,  13.762,   86,    13.9
   833.0,0.001416, 11,0.020905,  13.761,   84,    13.9
   833.2,0.001410, 11,0.020910,  13.764,   83,    13.9
   833.4,0.001408, 11,0.020950,  13.770,   84,    13.9
   833.6,0.001408, 11,0.021020,  13.771,   85,    13.9
   833.8,0.001402, 11,0.021030,  13.778,   85,    13.9
   834.0,0.001402, 11,0.021059,  13.782,   85,    13.9
   834.2,0.001402, 11,0.021077,  13.786,   85,    13.9
   834.4,0.001402, 11,0.021065,  13.789,   85,    13.9
   834.6,0.001405, 11,0.021007,  13.790,   85,    13.9
   834.8,0.001402, 11,0.020920,  13.797,   86,    13.9
   835.0,0.001400, 11,0.020758,  13.799,   86,    13.9
   835.2,0.001397, 11,0.020538,  13.803,   86,    13.9
   835.4,0.001393, 11,0.020248,  13.805,   86,    13.9
   835.6,0.001390, 11,0.020202,  13.805,   85,    13.9
   835.8,0.001390, 11,0.020271,  13.810,   85,    13.9
   836.0,0.001381, 11,0.020427,  13.813,   86,    13.9
   836.2,0.001381, 11,0.020479,  13.813,   85,    13.9
   836.4,0.001385, 11,0.020531,  13.817,   84,    13.9
   836.6,0.001388, 11,0.020571,  13.823,   85,    13.9
   836.8,0.001384, 11,0.020560,  13.828,   85,    13.9
   837.0,0.001390, 11,0.020513,  13.830,   86,    13.9
   837.2,0.001393, 11,0.020438,  13.829,   87,    14.0
   837.4,0.001386, 11,0.020444,  13.834,   86,    14.0
   837.6,0.001390, 11,0.020473,  13.838,   86,    14.0
   837.8,0.001393, 11,0.020525,  13.840,   85,    14.0
   838.0,0.001386, 11,0.020588,  13.847,   85,    14.0
   838.2,0.001390, 11,0.020657,  13.848,   85,    14.0
   838.4,0.001393, 11,0.020726,  13.851,   85,    14.0
   838.6,0.001386, 11,0.020744,  13.857,   85,    14.0
   838.8,0.001393, 11,0.020732,  13.857,   85,    14.0
   839.0,0.001396, 11,0.020674,  13.861,   85,    14.0
   839.2,0.001386, 11,0.020541,  13.864,   84,    14.0
   839.4,0.001393, 11,0.020338,  13.867,   85,    14.0
   839.6,0.001393, 11,0.020078,  13.869,   86,    14.0
   839.8,0.001384, 11,0.020073,  13.870,   86,    14.0
   840.0,0.001385, 11,0.020142,  13.874,   86,    14.0
   840.2,0.001385, 11,0.020299,  13.879,   86,    14.0
   840.4,0.001388, 11,0.020333,  13.877,   85,    14.0
   840.6,0.001392, 11,0.020356,  13.880,   86,    14.0
   840.8,0.001394, 11,0.020356,  13.882,   87,    14.0
   841.0,0.001397, 11,0.020379,  13.883,   85,    14.0
   841.2,0.001400, 11,0.020425,  13.883,   83,    14.0
   841.4,0.001402, 11,0.020442,  13.883,   84,    14.0
   841.6,0.001396, 11,0.020482,  13.890,   85,    14.0
   841.8,0.001398, 11,0.020471,  13.898,   86,    14.0
   842.0,0.001401, 11,0.020453,  13.899,   87,    14.0
   842.2,0.001395, 11,0.020419,  13.899,   87,    14.0
   842.4,0.001395, 11,0.020407,  13.901,   86,    14.0
   842.6,0.001397, 11,0.020401,  13.903,   86,    14.0
   842.8,0.001397, 11,0.020413,  13.902,   85,    14.0
   843.0,0.001395, 11,0.020430,  13.900,   85,    14.1
   843.2,0.001397, 11,0.020436,  13.910,   85,    14.1
   843.4,0.001400, 11,0.020459,  13.913,   85,    14.1
   843.6,0.001405, 11,0.020476,  13.914,   86,    14.1
   843.8,0.001408, 11,0.020465,  13.914,   85,    14.1
   844.0,0.001405, 11,0.020453,  13.918,   85,    14.1
   844.2,0.001412, 11,0.020441,  13.922,   85,    14.1
   844.4,0.001415, 11,0.020412,  13.920,   86,    14.1
   844.6,0.001405, 11,0.020389,  13.927,   86,    14.1
   844.8,0.001405, 11,0.020395,  13.932,   86,    14.1
   845.0,0.001405, 11,0.020407,  13.930,   86,    14.1
   845.2,0.001405, 11,0.020442,  13.935,   85,    14.1
   845.4,0.001405, 11,0.020471,  13.935,   86,    14.1
   845.6,0.001403, 11,0.020511,  13.937,   86,    14.1
   845.8,0.001405, 11,0.020534,  13.942,   85,    14.1
   846.0,0.001405, 11,0.020552,  13.940,   85,    14.1
   846.2,0.001403, 11,0.020575,  13.941,   85,    14.1
   846.4,0.001403, 11,0.020575,  13.939,   85,    14.1
   846.6,0.001405, 11,0.020558,  13.943,   86,    14.1
   846.8,0.001403, 11,0.020523,  13.946,   87,    14.1
   847.0,0.001403, 11,0.020466,  13.942,   86,    14.1
   847.2,0.001403, 11,0.020454,  13.948,   86,    14.1
   847.4,0.001400, 11,0.020425,  13.948,   85,    14.1
   847.6,0.001397, 11,0.020390,  13.950,   85,    14.1
   847.8,0.001395, 11,0.020431,  13.952,   85,    14.1
   848.0,0.001392, 11,0.020483,  13.954,   86,    14.1
   848.2,0.001389, 11,0.020569,  13.956,   85,    14.1
   848.4,0.001386, 11,0.020575,  13.960,   85,    14.1
   848.6,0.001386, 11,0.020540,  13.962,   85,    14.1
   848.8,0.001389, 11,0.020489,  13.966,   84,    14.1
   849.0,0.001386, 11,0.020523,  13.965,   85,    14.1
   849.2,0.001386, 11,0.020558,  13.967,   86,    14.2
   849.4,0.001389, 11,0.020633,  13.969,   86,    14.2
   849.6,0.001386, 11,0.020638,  13.966,   87,    14.2
   849.8,0.001384, 11,0.020615,  13.974,   87,    14.2
   850.0,0.001386, 11,0.020580,  13.969,   86,    14.2
   850.2,0.001386, 11,0.020552,  13.973,   86,    14.2
   850.4,0.001384, 11,0.020516,  13.976,   86,    14.2
   850.6,0.001384, 11,0.020476,  13.976,   85,    14.2
   850.8,0.001384, 11,0.020452,  13.983,   83,    14.2
   851.0,0.001378, 11,0.020429,  13.980,   84,    14.2
   851.2,0.001378, 11,0.020424,  13.983,   85,    14.2
   851.4,0.001381, 11,0.020406,  13.986,   85,    14.2
   851.6,0.001378, 11,0.020389,  13.990,   86,    14.2
   851.8,0.001378, 11,0.020366,  13.992,   86,    14.2
   852.0,0.001378, 11,0.020337,  13.991,   86,    14.2
   852.2,0.001380, 11,0.020284,  13.993,   85,    14.2
   852.4,0.001383, 11,0.020239,  13.997,   85,    14.2
   852.6,0.001381, 11,0.020170,  13.999,   85,    14.2
   852.8,0.001382, 11,0.020164,  13.998,   85,    14.2
   853.0,0.001389, 11,0.020193,  14.005,   84,    14.2
   853.2,0.001389, 11,0.020233,  14.006,   84,    14.2
   853.4,0.001385, 11,0.020244,  14.009,   84,    14.2
   853.6,0.001381, 11,0.020261,  14.016,   85,    14.2
   853.8,0.001381, 11,0.020278,  14.016,   86,    14.2
   854.0,0.001378, 11,0.020284,  14.018,   87,    14.2
   854.2,0.001374, 11,0.020272,  14.026,   86,    14.2
   854.4,0.001368, 11,0.020266,  14.029,   86,    14.2
   854.6,0.001372, 11,0.020272,  14.029,   86,    14.2
   854.8,0.001372, 11,0.020260,  14.030,   85,    14.2
   855.0,0.001365, 11,0.020248,  14.033,   85,    14.3
   855.2,0.001365, 11,0.020242,  14.042,   86,    14.3
   855.4,0.001366, 11,0.020219,  14.040,   85,    14.3
   855.6,0.001362, 11,0.020190,  14.041,   85,    14.3
   855.8,0.001362, 11,0.020178,  14.044,   85,    14.3
   856.0,0.001360, 11,0.020189,  14.046,   85,    14.3
   856.2,0.001360, 11,0.020201,  14.046,   85,    14.3
   856.4,0.001357, 11,0.020183,  14.051,   86,    14.3
   856.6,0.001352, 11,0.020172,  14.051,   86,    14.3
   856.8,0.001349, 11,0.020154,  14.057,   86,    14.3
   857.0,0.001346, 11,0.020149,  14.055,   86,    14.3
   857.2,0.001344, 11,0.020137,  14.057,   85,    14.3
   857.4,0.001341, 11,0.020114,  14.066,   85,    14.3
   857.6,0.001338, 11,0.020079,  14.065,   85,    14.3
   857.8,0.001338, 11,0.020039,  14.070,   85,    14.3
   858.0,0.001341, 11,0.019953,  14.070,   85,    14.3
   858.2,0.001338, 11,0.019929,  14.069,   85,    14.3
   858.4,0.001338, 11,0.019918,  14.077,   85,    14.3
   858.6,0.001335, 11,0.019918,  14.077,   86,    14.3
   858.8,0.001327, 11,0.019889,  14.075,   86,    14.3
   859.0,0.001319, 11,0.019854,  14.077,   86,    14.3
   859.2,0.001317, 11,0.019813,  14.084,   86,    14.3
   859.4,0.001314, 11,0.019778,  14.089,   86,    14.3
   859.6,0.001311, 11,0.019773,  14.092,   85,    14.3
   859.8,0.001311, 11,0.019761,  14.090,   85,    14.3
   860.0,0.001306, 11,0.019731,  14.092,   86,    14.3
   860.2,0.001304, 11,0.019709,  14.100,   85,    14.3
   860.4,0.001302, 11,0.019645,  14.105,   84,    14.3
   860.6,0.001299, 11,0.019662,  14.107,   84,    14.3
   860.8,0.001303, 11,0.019679,  14.108,   85,    14.3
   861.0,0.001303, 11,0.019730,  14.106,   86,    14.4
   861.2,0.001291, 11,0.019793,  14.111,   87,    14.4
   861.4,0.001291, 11,0.019631,  14.118,   87,    14.4
   861.6,0.001291, 11,0.019388,  14.120,   86,    14.4
   861.8,0.001284, 11,0.019048,  14.123,   86,    14.4
   862.0,0.001288, 11,0.018990,  14.120,   85,    14.4
   862.2,0.001288, 11,0.019036,  14.127,   85,    14.4
   862.4,0.001284, 11,0.019168,  14.135,   85,    14.4
   862.6,0.001288, 11,0.019174,  14.136,   85,    14.4
   862.8,0.001291, 11,0.019156,  14.141,   85,    14.4
   863.0,0.001284, 11,0.019109,  14.144,   85,    14.4
   863.2,0.001291, 11,0.019086,  14.146,   85,    14.4
   863.4,0.001294, 11,0.019075,  14.151,   86,    14.4
   863.6,0.001287, 11,0.019051,  14.155,   87,    14.4
   863.8,0.001294, 11,0.018901,  14.161,   86,    14.4
   864.0,0.001296, 11,0.018682,  14.163,   86,    14.4
   864.2,0.001290, 11,0.018370,  14.162,   85,    14.4
   864.4,0.001296, 11,0.018381,  14.166,   85,    14.4
   864.6,0.001296, 11,0.018490,  14.174,   85,    14.4
   864.8,0.001290, 11,0.018714,  14.177,   85,    14.4
   865.0,0.001292, 11,0.018628,  14.182,   85,    14.4
   865.2,0.001296, 11,0.018444,  14.180,   84,    14.4
   865.4,0.001292, 11,0.018133,  14.180,   84,    14.4
   865.6,0.001295, 11,0.018144,  14.185,   85,    14.4
   865.8,0.001302, 11,0.018259,  14.186,   86,    14.4
   866.0,0.001304, 11,0.018466,  14.190,   88,    14.4
   866.2,0.001301, 11,0.018564,  14.195,   86,    14.4
   866.4,0.001301, 11,0.018667,  14.197,   85,    14.4
   866.6,0.001303, 11,0.018771,  14.197,   86,    14.4
   866.8,0.001303, 11,0.018851,  14.201,   86,    14.4
   867.0,0.001298, 11,0.018926,  14.208,   85,    14.4
   867.2,0.001295, 11,0.019001,  14.208,   84,    14.5
   867.4,0.001295, 11,0.019041,  14.214,   84,    14.5
   867.6,0.001295, 11,0.019035,  14.215,   84,    14.5
   867.8,0.001295, 11,0.019018,  14.215,   85,    14.5
   868.0,0.001298, 11,0.019006,  14.219,   85,    14.5
   868.2,0.001301, 11,0.018994,  14.218,   86,    14.5
   868.4,0.001303, 11,0.018966,  14.223,   87,    14.5
   868.6,0.001306, 11,0.018943,  14.226,   86,    14.5
   868.8,0.001301, 11,0.018920,  14.230,   85,    14.5
   869.0,0.001301, 11,0.018891,  14.232,   86,    14.5
   869.2,0.001303, 11,0.018926,  14.228,   87,    14.5
   869.4,0.001303, 11,0.018966,  14.231,   86,    14.5
   869.6,0.001306, 11,0.019052,  14.237,   85,    14.5
   869.8,0.001309, 11,0.019040,  14.248,   85,    14.5
   870.0,0.001314, 11,0.018988,  14.246,   84,    14.5
   870.2,0.001319, 11,0.018908,  14.248,   84,    14.5
   870.4,0.001322, 11,0.018873,  14.248,   85,    14.5
   870.6,0.001325, 11,0.018856,  14.251,   86,    14.5
   870.8,0.001327, 11,0.018839,  14.258,   87,    14.5
   871.0,0.001324, 11,0.018827,  14.259,   86,    14.5
   871.2,0.001321, 11,0.018873,  14.262,   85,    14.5
   871.4,0.001321, 11,0.018925,  14.262,   86,    14.5
   871.6,0.001312, 11,0.019005,  14.264,   86,    14.5
   871.8,0.001315, 11,0.019034,  14.269,   85,    14.5
   872.0,0.001309, 11,0.019040,  14.269,   84,    14.5
   872.2,0.001312, 11,0.019029,  14.271,   85,    14.5
   872.4,0.001312, 11,0.018994,  14.274,   85,    14.5
   872.6,0.001312, 11,0.018925,  14.276,   85,    14.5
   872.8,0.001312, 11,0.018851,  14.279,   85,    14.5
   873.0,0.001315, 11,0.018827,  14.273,   87,    14.6
   873.2,0.001313, 11,0.018827,  14.276,   88,    14.6
   873.4,0.001306, 11,0.018845,  14.281,   87,    14.6
   873.6,0.001310, 11,0.018862,  14.285,   85,    14.6
   873.8,0.001310, 11,0.018897,  14.283,   85,    14.6
   874.0,0.001301, 11,0.018937,  14.293,   86,    14.6
   874.2,0.001305, 11,0.018954,  14.294,   86,    14.6
   874.4,0.001302, 11,0.018966,  14.290,   85,    14.6
   874.6,0.001305, 11,0.018972,  14.299,   85,    14.6
   874.8,0.001305, 11,0.018948,  14.296,   85,    14.6
   875.0,0.001305, 11,0.018914,  14.295,   85,    14.6
   875.2,0.001305, 11,0.018856,  14.299,   85,    14.6
   875.4,0.001302, 11,0.018816,  14.299,   87,    14.6
   875.6,0.001299, 11,0.018781,  14.304,   88,    14.6
   875.8,0.001299, 11,0.018730,  14.309,   86,    14.6
   876.0,0.001297, 11,0.018729,  14.310,   84,    14.6
   876.2,0.001298, 11,0.018770,  14.309,   85,    14.6
   876.4,0.001295, 11,0.018833,  14.312,   86,    14.6
   876.6,0.001289, 11,0.018821,  14.317,   86,    14.6
   876.8,0.001286, 11,0.018775,  14.319,   85,    14.6
   877.0,0.001286, 11,0.018718,  14.323,   85,    14.6
   877.2,0.001279, 11,0.018712,  14.321,   85,    14.6
   877.4,0.001286, 11,0.018718,  14.324,   85,    14.6
   877.6,0.001282, 11,0.018729,  14.329,   85,    14.6
   877.8,0.001279, 11,0.018728,  14.335,   87,    14.6
   878.0,0.001274, 11,0.018728,  14.335,   89,    14.6
   878.2,0.001274, 11,0.018717,  14.337,   87,    14.6
   878.4,0.001274, 11,0.018705,  14.343,   85,    14.6
   878.6,0.001275, 11,0.018682,  14.345,   85,    14.6
   878.8,0.001269, 11,0.018648,  14.347,   86,    14.6
   879.0,0.001266, 11,0.018677,  14.349,   85,    14.6
   879.2,0.001261, 11,0.018728,  14.354,   84,    14.7
   879.4,0.001251, 11,0.018797,  14.356,   85,    14.7
   879.6,0.001258, 11,0.018791,  14.355,   86,    14.7
   879.8,0.001255, 11,0.018728,  14.359,   86,    14.7
   880.0,0.001252, 11,0.018630,  14.359,   86,    14.7
   880.2,0.001250, 12,0.018618,  14.365,   87,    14.7
   880.4,0.001251, 12,0.018624,  14.368,   89,    14.7
   880.6,0.001251, 12,0.018635,  14.371,   87,    14.7
   880.8,0.001242, 12,0.018669,  14.378,   84,    14.7
   881.0,0.001243, 12,0.018617,  14.376,   86,    14.7
   881.2,0.001240, 12,0.018542,  14.385,   87,    14.7
   881.4,0.001231, 12,0.018445,  14.383,   86,    14.7
   881.6,0.001232, 12,0.018444,  14.388,   85,    14.7
   881.8,0.001229, 12,0.018490,  14.389,   85,    14.7
   882.0,0.001223, 12,0.018587,  14.392,   85,    14.7
   882.2,0.001227, 12,0.018564,  14.397,   85,    14.7
   882.4,0.001227, 12,0.018500,  14.398,   85,    14.7
   882.6,0.001223, 12,0.018409,  14.402,   87,    14.7
   882.8,0.001227, 12,0.018380,  14.405,   90,    14.7
   883.0,0.001229, 12,0.018328,  14.405,   88,    14.7
   883.2,0.001223, 12,0.018288,  14.409,   85,    14.7
   883.4,0.001229, 12,0.018264,  14.413,   86,    14.7
   883.6,0.001229, 12,0.018241,  14.416,   86,    14.7
   883.8,0.001227, 12,0.018229,  14.416,   85,    14.7
   884.0,0.001228, 12,0.018189,  14.420,   84,    14.7
   884.2,0.001235, 12,0.018132,  14.424,   85,    14.7
   884.4,0.001235, 12,0.018062,  14.430,   87,    14.7
   884.6,0.001232, 12,0.018056,  14.432,   86,    14.7
   884.8,0.001225, 12,0.018073,  14.431,   85,    14.7
   885.0,0.001225, 12,0.018090,  14.437,   87,    14.8
   885.2,0.001228, 12,0.018072,  14.439,   89,    14.8
   885.4,0.001228, 12,0.018038,  14.443,   87,    14.8
   885.6,0.001225, 12,0.017986,  14.453,   86,    14.8
   885.8,0.001225, 12,0.017986,  14.450,   87,    14.8
   886.0,0.001220, 12,0.017968,  14.458,   87,    14.8
   886.2,0.001220, 12,0.017968,  14.459,   87,    14.8
   886.4,0.001215, 12,0.017985,  14.458,   86,    14.8
   886.6,0.001212, 12,0.017996,  14.462,   86,    14.8
   886.8,0.001215, 12,0.018019,  14.468,   86,    14.8
   887.0,0.001208, 12,0.018030,  14.473,   86,    14.8
   887.2,0.001208, 12,0.018024,  14.472,   86,    14.8
   887.4,0.001211, 12,0.018018,  14.479,   88,    14.8
   887.6,0.001201, 12,0.018029,  14.486,   89,    14.8
   887.8,0.001205, 12,0.018040,  14.486,   88,    14.8
   888.0,0.001208, 12,0.018063,  14.490,   86,    14.8
   888.2,0.001201, 12,0.018028,  14.493,   86,    14.8
   888.4,0.001208, 12,0.017988,  14.495,   86,    14.8
   888.6,0.001211, 12,0.017901,  14.498,   85,    14.8
   888.8,0.001208, 12,0.017849,  14.505,   84,    14.8
   889.0,0.001212, 12,0.017797,  14.506,   86,    14.8
   889.2,0.001215, 12,0.017758,  14.512,   87,    14.8
   889.4,0.001212, 12,0.017775,  14.511,   86,    14.8
   889.6,0.001212, 12,0.017803,  14.520,   85,    14.8
   889.8,0.001212, 12,0.017878,  14.521,   86,    14.8
   890.0,0.001212, 12,0.017889,  14.522,   87,    14.8
   890.2,0.001216, 12,0.017872,  14.527,   85,    14.8
   890.4,0.001216, 12,0.017843,  14.531,   84,    14.8
   890.6,0.001209, 12,0.017785,  14.535,   85,    14.8
   890.8,0.001210, 12,0.017751,  14.537,   86,    14.8
   891.0,0.001210, 12,0.017728,  14.537,   86,    14.9
   891.2,0.001207, 12,0.017705,  14.539,   86,    14.9
   891.4,0.001213, 12,0.017636,  14.543,   85,    14.9
   891.6,0.001216, 12,0.017562,  14.543,   85,    14.9
   891.8,0.001212, 12,0.017447,  14.551,   85,    14.9
   892.0,0.001221, 12,0.017407,  14.552,   85,    14.9
   892.2,0.001224, 12,0.017395,  14.554,   86,    14.9
   892.4,0.001217, 12,0.017407,  14.556,   87,    14.9
   892.6,0.001224, 12,0.017430,  14.557,   86,    14.9
   892.8,0.001227, 12,0.017452,  14.560,   86,    14.9
   893.0,0.001217, 12,0.017510,  14.562,   86,    14.9
   893.2,0.001224, 12,0.017510,  14.565,   85,    14.9
   893.4,0.001227, 12,0.017493,  14.567,   85,    14.9
   893.6,0.001217, 12,0.017435,  14.567,   84,    14.9
   893.8,0.001217, 12,0.017446,  14.573,   85,    14.9
   894.0,0.001217, 12,0.017480,  14.578,   86,    14.9
   894.2,0.001217, 12,0.017520,  14.579,   85,    14.9
   894.4,0.001215, 12,0.017536,  14.576,   84,    14.9
   894.6,0.001212, 12,0.017559,  14.581,   85,    14.9
   894.8,0.001212, 12,0.017571,  14.585,   85,    14.9
   895.0,0.001209, 12,0.017554,  14.580,   86,    14.9
   895.2,0.001207, 12,0.017520,  14.584,   87,    14.9
   895.4,0.001209, 12,0.017451,  14.591,   86,    14.9
   895.6,0.001203, 12,0.017417,  14.591,   85,    14.9
   895.8,0.001205, 12,0.017383,  14.588,   86,    14.9
   896.0,0.001208, 12,0.017342,  14.596,   86,    14.9
   896.2,0.001201, 12,0.017353,  14.595,   86,    14.9
   896.4,0.001211, 12,0.017399,  14.597,   86,    14.9
   896.6,0.001213, 12,0.017456,  14.597,   85,    14.9
   896.8,0.001207, 12,0.017467,  14.600,   84,    14.9
   897.0,0.001216, 12,0.017455,  14.603,   85,    14.9
   897.2,0.001216, 12,0.017433,  14.607,   85,    15.0
   897.4,0.001210, 12,0.017421,  14.606,   86,    15.0
   897.6,0.001216, 12,0.017381,  14.611,   87,    15.0
   897.8,0.001216, 12,0.017341,  14.614,   87,    15.0
   898.0,0.001210, 12,0.017370,  14.615,   86,    15.0
   898.2,0.001213, 12,0.017398,  14.613,   86,    15.0
   898.4,0.001216, 12,0.017461,  14.618,   86,    15.0
   898.6,0.001207, 12,0.017478,  14.624,   86,    15.0
   898.8,0.001211, 12,0.017472,  14.621,   87,    15.0
   899.0,0.001211, 12,0.017449,  14.629,   86,    15.0
   899.2,0.001205, 12,0.017414,  14.625,   85,    15.0
   899.4,0.001213, 12,0.017374,  14.625,   84,    15.0
   899.6,0.001213, 12,0.017328,  14.630,   84,    15.0
   899.8,0.001207, 12,0.017305,  14.634,   85,    15.0
   900.0,0.001207, 12,0.017300,  14.636,   86,    15.0
   900.2,0.001207, 12,0.017305,  14.639,   86,    15.0
   900.4,0.001207, 12,0.017317,  14.639,   86,    15.0
   900.6,0.001207, 12,0.017317,  14.638,   86,    15.0
   900.8,0.001204, 12,0.017277,  14.646,   86,    15.0
   901.0,0.001201, 12,0.017231,  14.648,   86,    15.0
   901.2,0.001196, 12,0.017260,  14.645,   85,    15.0
   901.4,0.001196, 12,0.017311,  14.655,   85,    15.0
   901.6,0.001193, 12,0.017380,  14.654,   85,    15.0
   901.8,0.001190, 12,0.017426,  14.656,   85,    15.0
   902.0,0.001193, 12,0.017448,  14.661,   85,    15.0
   902.2,0.001190, 12,0.017465,  14.662,   86,    15.0
   902.4,0.001188, 12,0.017103,  14.660,   86,    15.0
   902.6,0.001188, 12,0.016553,  14.665,   86,    15.0
   902.8,0.001178, 12,0.015810,  14.670,   85,    15.0
   903.0,0.001176, 12,0.015753,  14.669,   86,    15.1
   903.2,0.001176, 12,0.015941,  14.674,   86,    15.1
   903.4,0.001169, 12,0.016376,  14.678,   86,    15.1
   903.6,0.001173, 12,0.016485,  14.678,   86,    15.1
   903.8,0.001173, 12,0.016519,  14.681,   86,    15.1
   904.0,0.001167, 12,0.016525,  14.687,   85,    15.1
